"","Feature ID","Taxon","Domain","Supergroup","Phylum","Class","Order","Family","Genus","Species"
"1","000ee37747b75c12d7108ddf5c5cf3ea","Eukaryota;Alveolata;Ciliophora;Nassophorea;Nassophorea_X;Discotrichidae;NASSO_1;NASSO_1_sp.;","Eukaryota","Alveolata","Ciliophora","Nassophorea","Nassophorea_X","Discotrichidae","NASSO_1","NASSO_1_sp."
"2","00165708dab37d750eb573b1720ff8bd","Eukaryota;Stramenopiles;Ochrophyta;Pelagophyceae;Pelagomonadales;Pelagomonadaceae;Pelagomonas;Pelagomonas_calceolata;","Eukaryota","Stramenopiles","Ochrophyta","Pelagophyceae","Pelagomonadales","Pelagomonadaceae","Pelagomonas","Pelagomonas_calceolata"
"3","000562094e0ee78d5f488dff4c48c294","Eukaryota;Stramenopiles;Sagenista","Eukaryota","Stramenopiles","Sagenista",NA,NA,NA,NA,NA
"4","0038478be7fb4f097ce93a5e9341af2a","Eukaryota;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Hydrozoa","Eukaryota","Opisthokonta","Metazoa","Cnidaria","Cnidaria_X","Hydrozoa",NA,NA
"5","003b5938e31a8c1b1809e0358da894e0","Eukaryota;Alveolata;Ciliophora;Spirotrichea;Strombidiida;Strombidiidae_H;Strombidiidae_H_X;Strombidiidae_H_X_sp.;","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Strombidiidae_H","Strombidiidae_H_X","Strombidiidae_H_X_sp."
"6","0016c92095329cf769d2fc9f5a0b826c","Eukaryota;Rhizaria;Cercozoa;Chlorarachniophyceae;Chlorarachnida;Chlorarachnida_X;Lotharella","Eukaryota","Rhizaria","Cercozoa","Chlorarachniophyceae","Chlorarachnida","Chlorarachnida_X","Lotharella",NA
"7","0024760a130d14a29d63bb07f082733e","Eukaryota;Rhizaria;Radiolaria;Polycystinea;Nassellaria;Lophophaenidae","Eukaryota","Rhizaria","Radiolaria","Polycystinea","Nassellaria","Lophophaenidae",NA,NA
"8","003ff3e98dff52952a7036585a32c2f2","Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-4;Dino-Group-I-Clade-4_X;Dino-Group-I-Clade-4_X_sp.;","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-4","Dino-Group-I-Clade-4_X","Dino-Group-I-Clade-4_X_sp."
"9","002b0d0f4b0cb0d5c94a081e94b2dab4","Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Radial-centric-basal-Coscinodiscophyceae;Guinardia;Guinardia_flaccida;","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Radial-centric-basal-Coscinodiscophyceae","Guinardia","Guinardia_flaccida"
"10","00401e7d7d7e7c7d1b885c7063437d05","Eukaryota;Alveolata;Ciliophora;Plagiopylea;Plagiopylea_X;Trimyemidae;Trimyema;Trimyema_sp.;","Eukaryota","Alveolata","Ciliophora","Plagiopylea","Plagiopylea_X","Trimyemidae","Trimyema","Trimyema_sp."
"11","004f618f9dc40ea5e9e26fef6cf2aeb7","Eukaryota;Rhizaria;Radiolaria;Polycystinea;Spumellaria;Spumellaria_1;Spumellaria_1_X;Spumellaria_1_X_sp.;","Eukaryota","Rhizaria","Radiolaria","Polycystinea","Spumellaria","Spumellaria_1","Spumellaria_1_X","Spumellaria_1_X_sp."
"12","0045eeb379be57a2b672e0925b8014e1","Eukaryota;Rhizaria;Radiolaria;Polycystinea;Spumellaria;Astrosphaeridae;Cladococcus;Cladococcus_scoparius;","Eukaryota","Rhizaria","Radiolaria","Polycystinea","Spumellaria","Astrosphaeridae","Cladococcus","Cladococcus_scoparius"
"13","0009645516609bda2246e1955ff9ec1d","Eukaryota;Rhizaria;Radiolaria;Acantharea","Eukaryota","Rhizaria","Radiolaria","Acantharea",NA,NA,NA,NA
"14","0062f9e7e037d6c05b5daa5012e6c72b","Eukaryota;Alveolata;Ciliophora;Litostomatea;Rhynchostomatia;Dileptidae","Eukaryota","Alveolata","Ciliophora","Litostomatea","Rhynchostomatia","Dileptidae",NA,NA
"15","005304e54875249db6b7b45928b90bc8","Eukaryota;Opisthokonta;Fungi;Basidiomycota;Pucciniomycotina;Agaricostilbomycetes","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Agaricostilbomycetes",NA,NA
"16","0030ad8ce44f257c42daf3673bf92197","Eukaryota;Stramenopiles;Opalozoa;MAST-3;MAST-3J;MAST-3J_X;MAST-3J_XX;MAST-3J_XX_sp.;","Eukaryota","Stramenopiles","Opalozoa","MAST-3","MAST-3J","MAST-3J_X","MAST-3J_XX","MAST-3J_XX_sp."
"17","00577af078bd17711fda98d8d669f7cb","Eukaryota;Opisthokonta;Metazoa;Nemertea;Nemertea_X;Nemertea_XX","Eukaryota","Opisthokonta","Metazoa","Nemertea","Nemertea_X","Nemertea_XX",NA,NA
"18","00508684a4c673b882a5d186733b3271","Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;Chytridiomycetes","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes",NA,NA
"19","006df5d12667ab19d5ebbf6f0a786297","Eukaryota;Stramenopiles;Sagenista;MAST-7;MAST-7B;MAST-7B_X;MAST-7B_XX;MAST-7B_XX_sp.;","Eukaryota","Stramenopiles","Sagenista","MAST-7","MAST-7B","MAST-7B_X","MAST-7B_XX","MAST-7B_XX_sp."
"20","0052bc3663c02b5375d7472fdcb21cd0","Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II",NA,NA,NA
"21","00647004b54628de11bd3d7d5ffca349","Eukaryota;Rhizaria;Cercozoa;Filosa-Sarcomonadea;Glissomonadida;Allapsidae;Allapsidae_X;Allapsidae_X_sp.;","Eukaryota","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Allapsidae","Allapsidae_X","Allapsidae_X_sp."
"22","006f5664d25385baa7bc38462247b4eb","Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_Clade-G;Chrysophyceae_Clade-G_X;Chrysophyceae_Clade-G_X_sp.;","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-G","Chrysophyceae_Clade-G_X","Chrysophyceae_Clade-G_X_sp."
"23","00842c3130a1b42471f9c1c25bdee698","Eukaryota;Amoebozoa;Lobosa;Discosea-Flabellinia;Vannellida;Vannellidae;Vannella;Vannella_sp.;","Eukaryota","Amoebozoa","Lobosa","Discosea-Flabellinia","Vannellida","Vannellidae","Vannella","Vannella_sp."
"24","005cb2b20d793b4141de82f609cb4f54","Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;Chytridiomycetes;Chytridiomycetes_X;Chytridiomycetes_X_sp.;","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes","Chytridiomycetes_X","Chytridiomycetes_X_sp."
"25","0090723b706b48148969dc942aa358ac","Eukaryota;Alveolata;Ciliophora;Plagiopylea;Plagiopylea_X","Eukaryota","Alveolata","Ciliophora","Plagiopylea","Plagiopylea_X",NA,NA,NA
"26","008155818da4b5aa9192d67302b47ff9","Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-1;Dino-Group-II-Clade-1_X;Dino-Group-II-Clade-1_X_sp.;","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp."
"27","008783681cef7d91238d312d6cb89eca","Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-1;Dino-Group-I-Clade-1_X;Dino-Group-I-Clade-1_X_sp.;","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-1","Dino-Group-I-Clade-1_X","Dino-Group-I-Clade-1_X_sp."
"28","0091673b5ed75f67c62ead331c93425f","Eukaryota;Alveolata;Ciliophora;Nassophorea;Nassophorea_X;Discotrichidae;NASSO_1;NASSO_1_sp.;","Eukaryota","Alveolata","Ciliophora","Nassophorea","Nassophorea_X","Discotrichidae","NASSO_1","NASSO_1_sp."
"29","009204e068b5b407b77e62b0b9171f05","Eukaryota;Stramenopiles;Stramenopiles_X;Stramenopiles_XX;Stramenopiles_XXX;Stramenopiles_XXXX;Stramenopiles_XXXXX;Stramenopiles_XXXXX_sp.;","Eukaryota","Stramenopiles","Stramenopiles_X","Stramenopiles_XX","Stramenopiles_XXX","Stramenopiles_XXXX","Stramenopiles_XXXXX","Stramenopiles_XXXXX_sp."
"30","009adcfc30c85a1ead01fab1c3fc8b5c","Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-5;Dino-Group-I-Clade-5_X;Dino-Group-I-Clade-5_X_sp.;","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-5","Dino-Group-I-Clade-5_X","Dino-Group-I-Clade-5_X_sp."
"31","0087650a4f45629909376932e1743c69","Eukaryota;Rhizaria;Cercozoa;Filosa-Granofilosea;Filosa-Granofilosea_X","Eukaryota","Rhizaria","Cercozoa","Filosa-Granofilosea","Filosa-Granofilosea_X",NA,NA,NA
"32","009fd380ab60bb2001b89f0bdbb4d8b3","Eukaryota;Stramenopiles;Ochrophyta","Eukaryota","Stramenopiles","Ochrophyta",NA,NA,NA,NA,NA
"33","00976c3d6418dfce1a4504ba18a291b0","Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-55;Dino-Group-II-Clade-55_X;Dino-Group-II-Clade-55_X_sp.;","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-55","Dino-Group-II-Clade-55_X","Dino-Group-II-Clade-55_X_sp."
"34","00b3dc9800ceb1d0879c260bde96ec50","Eukaryota;Rhizaria;Radiolaria;Polycystinea;Spumellaria;Astrosphaeridae;Heliosphaera;Heliosphaera_sp.;","Eukaryota","Rhizaria","Radiolaria","Polycystinea","Spumellaria","Astrosphaeridae","Heliosphaera","Heliosphaera_sp."
"35","00a68bd86d278ec7675a302de6df2968","Eukaryota;Rhizaria;Radiolaria;Acantharea;Acantharea_1;Acantharea_1_X;Acantharea_1_XX;Acantharea_1_XX_sp.;","Eukaryota","Rhizaria","Radiolaria","Acantharea","Acantharea_1","Acantharea_1_X","Acantharea_1_XX","Acantharea_1_XX_sp."
"36","00b6b6ebc8d3f85c0465683827d97c3e","Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-4;Dino-Group-I-Clade-4_X;Dino-Group-I-Clade-4_X_sp.;","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-4","Dino-Group-I-Clade-4_X","Dino-Group-I-Clade-4_X_sp."
"37","00953f7c428c0bb8002d360ac9bb3377","Bacteria;Bacteria_X;Patescibacteria;Gracilibacteria;JGI_0000069P22;JGI_0000069P22_X;JGI_0000069P22_XX;JGI_0000069P22_XX_sp.;","Bacteria","Bacteria_X","Patescibacteria","Gracilibacteria","JGI_0000069P22","JGI_0000069P22_X","JGI_0000069P22_XX","JGI_0000069P22_XX_sp."
"38","00b72d1a5fefb03bc39edbfba4566d03","Eukaryota;Alveolata;Ciliophora;Spirotrichea;Euplotia;Aspidiscidae;Aspidisca","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Aspidiscidae","Aspidisca",NA
"39","004d61dcf25b7636946146332f9f9c18","Unassigned","Unassigned",NA,NA,NA,NA,NA,NA,NA
"40","00ad1f19a7e8ca2f6bf23db7d462018a","Eukaryota;Apusozoa;Apusomonadidae;Apusomonadidae_Group-1;Apusomonadidae_Group-1_X;Apusomonadidae_Group-1_XX;Apusomonadidae_Group-1_XXX;Apusomonadidae_Group-1_XXX_sp.;","Eukaryota","Apusozoa","Apusomonadidae","Apusomonadidae_Group-1","Apusomonadidae_Group-1_X","Apusomonadidae_Group-1_XX","Apusomonadidae_Group-1_XXX","Apusomonadidae_Group-1_XXX_sp."
"41","00bcbc51a74c12fff96fb356acccc111","Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;OLIGO5;OLIGO5_X;OLIGO5_XX;OLIGO5_XX_sp.;","Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","OLIGO5","OLIGO5_X","OLIGO5_XX","OLIGO5_XX_sp."
"42","00bb916670c99a51c3a85b4eb686d120","Eukaryota;Stramenopiles","Eukaryota","Stramenopiles",NA,NA,NA,NA,NA,NA
"43","00be4a88af65735907f2f3ffe72bbd51","Eukaryota;Rhizaria;Radiolaria;Polycystinea;Spumellaria;Spongopylidae;Schizodiscus","Eukaryota","Rhizaria","Radiolaria","Polycystinea","Spumellaria","Spongopylidae","Schizodiscus",NA
"44","007322d9b4f6b28ffd65df27f957582d","Unassigned","Unassigned",NA,NA,NA,NA,NA,NA,NA
"45","00cdbc50d54939edf2bb3acda5b0a97c","Eukaryota;Stramenopiles;Pseudofungi;MAST-1;MAST-1C;MAST-1C_X;MAST-1C_XX;MAST-1C_XX_sp.;","Eukaryota","Stramenopiles","Pseudofungi","MAST-1","MAST-1C","MAST-1C_X","MAST-1C_XX","MAST-1C_XX_sp."
"46","009dcaf0ea66eeaadfdf5cdb434dd87c","Unassigned","Unassigned",NA,NA,NA,NA,NA,NA,NA
"47","006c58bbe54f99c39fe7f3920319e5a8","Unassigned","Unassigned",NA,NA,NA,NA,NA,NA,NA
"48","00d8341ae30059d43476eeef518a83e8","Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-III;Dino-Group-III_X;Dino-Group-III_XX;Dino-Group-III_XX_sp.;","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-III","Dino-Group-III_X","Dino-Group-III_XX","Dino-Group-III_XX_sp."
"49","00d8317ad37201587cb7bc22d3325701","Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-6;Dino-Group-II-Clade-6_X;Dino-Group-II-Clade-6_X_sp.;","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-6","Dino-Group-II-Clade-6_X","Dino-Group-II-Clade-6_X_sp."
"50","00d9b39158b869be867d55322f3176be","Eukaryota;Hacrobia;Haptophyta","Eukaryota","Hacrobia","Haptophyta",NA,NA,NA,NA,NA
"51","00c6d335ea6797b5d35eb4a600068bab","Eukaryota;Rhizaria;Cercozoa;Cercozoa_X;Cercozoa_XX;Cercozoa_XXX;Cercozoa_XXXX;Cercozoa_XXXX_sp.;","Eukaryota","Rhizaria","Cercozoa","Cercozoa_X","Cercozoa_XX","Cercozoa_XXX","Cercozoa_XXXX","Cercozoa_XXXX_sp."
"52","00bb3c75849cf8c32b0e48c3df633835","Unassigned","Unassigned",NA,NA,NA,NA,NA,NA,NA
"53","00e75cfc4afc40468cb459cd91749674","Eukaryota;Stramenopiles","Eukaryota","Stramenopiles",NA,NA,NA,NA,NA,NA
"54","00c16e22f8007418f3c9b87e88fcd5fb","Eukaryota;Stramenopiles;Stramenopiles_X;Stramenopiles_XX;Stramenopiles_XXX;Stramenopiles_XXXX;Stramenopiles_XXXXX;Stramenopiles_XXXXX_sp.;","Eukaryota","Stramenopiles","Stramenopiles_X","Stramenopiles_XX","Stramenopiles_XXX","Stramenopiles_XXXX","Stramenopiles_XXXXX","Stramenopiles_XXXXX_sp."
"55","00edc8d850ed3491021ce89a53d1ff21","Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-4;Dino-Group-II-Clade-4_X;Dino-Group-II-Clade-4_X_sp.;","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-4","Dino-Group-II-Clade-4_X","Dino-Group-II-Clade-4_X_sp."
"56","00f066863da13773adc026b18451bb76","Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Gonyaulax;Gonyaulax_polygramma;","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales","Gonyaulacaceae","Gonyaulax","Gonyaulax_polygramma"
"57","00d37c67d7279f45fb529bc4125cc606","Unassigned","Unassigned",NA,NA,NA,NA,NA,NA,NA
"58","00d419c7c3990f94b19206d7aa9861de","Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Dinophyceae_X","Dinophyceae_XX","Dinophyceae_XXX","Dinophyceae_XXX_sp."
"59","00ece9e60051de60bc47a8bdc7c47641","Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-7;Dino-Group-II-Clade-7_X;Dino-Group-II-Clade-7_X_sp.;","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-7","Dino-Group-II-Clade-7_X","Dino-Group-II-Clade-7_X_sp."
"60","00f7aa1c60236bc346b1098ae7e22bf3","Eukaryota;Apusozoa;Hilomonadea;Planomonadida;Planomonadidae;Planomonadidae_Group-1","Eukaryota","Apusozoa","Hilomonadea","Planomonadida","Planomonadidae","Planomonadidae_Group-1",NA,NA
"61","010204bfdd8b48513fe8aeccb5917fda","Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Dolichomastigales","Eukaryota","Archaeplastida","Chlorophyta","Mamiellophyceae","Dolichomastigales",NA,NA,NA
"62","00ff9b0982706cbd35ae32f43d91077e","Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Prymnesiophyceae_Clade_D;Prymnesiophyceae_Clade_D_X;Prymnesiophyceae_Clade_D_XX;Prymnesiophyceae_Clade_D_XX_sp.;","Eukaryota","Hacrobia","Haptophyta","Prymnesiophyceae","Prymnesiophyceae_Clade_D","Prymnesiophyceae_Clade_D_X","Prymnesiophyceae_Clade_D_XX","Prymnesiophyceae_Clade_D_XX_sp."
"63","0104b800d0da1443cb676a72114070a7","Eukaryota;Alveolata;Ciliophora;Plagiopylea","Eukaryota","Alveolata","Ciliophora","Plagiopylea",NA,NA,NA,NA
"64","0104187f5aa4b33fef4b51f27199285d","Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Thraustochytrida;Thraustochytriaceae","Eukaryota","Stramenopiles","Sagenista","Labyrinthulomycetes","Thraustochytrida","Thraustochytriaceae",NA,NA
"65","0106206bd0454fc3350608afb40e9245","Eukaryota;Rhizaria;Radiolaria;Acantharea;Acantharea_3","Eukaryota","Rhizaria","Radiolaria","Acantharea","Acantharea_3",NA,NA,NA
"66","010bafb0e77592dd323aeae38ca9e18f","Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-9;Dino-Group-II-Clade-9_X;Dino-Group-II-Clade-9_X_sp.;","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-9","Dino-Group-II-Clade-9_X","Dino-Group-II-Clade-9_X_sp."
"67","011e2ee4b763f11e5e3e580d4730d1c3","Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;Dictyochophyceae_X;Dictyochales","Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Dictyochales",NA,NA
"68","00d883bff1ef7e4e0eaaa38ca19e7330","Unassigned","Unassigned",NA,NA,NA,NA,NA,NA,NA
"69","0129873aba9729f2e6f02974da3342e2","Eukaryota;Alveolata;Ciliophora;Spirotrichea;Choreotrichida;Leegaardiellidae_B;Leegaardiella;Leegaardiella_sp.;","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Choreotrichida","Leegaardiellidae_B","Leegaardiella","Leegaardiella_sp."
"70","01274fd44be1e19a01fc0771e960e031","Unassigned","Unassigned",NA,NA,NA,NA,NA,NA,NA
"71","00c9d609b4d5f8b60c487efefb382063","Unassigned","Unassigned",NA,NA,NA,NA,NA,NA,NA
"72","013bc948158d080252b7ffc8fba8aeb2","Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-IV;Dino-Group-IV-Hematodinium-Group;Hematodinium;Hematodinium_sp.;","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-IV","Dino-Group-IV-Hematodinium-Group","Hematodinium","Hematodinium_sp."
"73","0140c97c7133e5428d6044041a436457","Eukaryota;Rhizaria;Radiolaria;RAD-B;RAD-B_X;RAD-B_X_Group-III;RAD-B_X_Group-III_X;RAD-B_X_Group-III_X_sp.;","Eukaryota","Rhizaria","Radiolaria","RAD-B","RAD-B_X","RAD-B_X_Group-III","RAD-B_X_Group-III_X","RAD-B_X_Group-III_X_sp."
"74","0132268c3014d4afd36f25e499f05fb6","Eukaryota;Alveolata;Ciliophora;Spirotrichea","Eukaryota","Alveolata","Ciliophora","Spirotrichea",NA,NA,NA,NA
"75","011184220a21935ab34a9fa4191af37b","Unassigned","Unassigned",NA,NA,NA,NA,NA,NA,NA
"76","014620ddff419fe70c5de0d15c488c9a","Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Dinophyceae_X","Dinophyceae_XX","Dinophyceae_XXX","Dinophyceae_XXX_sp."
"77","00fbd318225b014f0f9aeb89cb746ea7","Unassigned","Unassigned",NA,NA,NA,NA,NA,NA,NA
"78","0150bba52794ffe151627954248f5603","Eukaryota;Rhizaria;Radiolaria;RAD-B;RAD-B_X;RAD-B_X_Group-IV_X;RAD-B_X_Group-IV_XX;RAD-B_X_Group-IV_XX_sp.;","Eukaryota","Rhizaria","Radiolaria","RAD-B","RAD-B_X","RAD-B_X_Group-IV_X","RAD-B_X_Group-IV_XX","RAD-B_X_Group-IV_XX_sp."
"79","0118f31e5f004d26bf170a591a879f44","Eukaryota;Amoebozoa;Lobosa;Tubulinea;Tubulinea_X;Tubulinea_XX;Tubulinea_XXX;Tubulinea_XXX_sp.;","Eukaryota","Amoebozoa","Lobosa","Tubulinea","Tubulinea_X","Tubulinea_XX","Tubulinea_XXX","Tubulinea_XXX_sp."
"80","015037d3215aa0fc371aabf3e3d3bd45","Eukaryota;Rhizaria;Cercozoa;Filosa-Imbricatea","Eukaryota","Rhizaria","Cercozoa","Filosa-Imbricatea",NA,NA,NA,NA
"81","01154bf240cb2204c5c9ec875c95d3a6","Eukaryota;Apusozoa;Apusomonadidae;Apusomonadidae_Group-1;Apusomonadidae_Group-1_X;Apusomonadidae_Group-1_XX;Apusomonadidae_Group-1_XXX;Apusomonadidae_Group-1_XXX_sp.;","Eukaryota","Apusozoa","Apusomonadidae","Apusomonadidae_Group-1","Apusomonadidae_Group-1_X","Apusomonadidae_Group-1_XX","Apusomonadidae_Group-1_XXX","Apusomonadidae_Group-1_XXX_sp."
"82","013f1c34d30f4971dbc01ed8f87fd001","Unassigned","Unassigned",NA,NA,NA,NA,NA,NA,NA
"83","01648d416bb895b4054cd980143864ee","Eukaryota;Opisthokonta;Metazoa;Arthropoda;Chelicerata;Arachnida","Eukaryota","Opisthokonta","Metazoa","Arthropoda","Chelicerata","Arachnida",NA,NA
"84","0159b68031bba66bae065a67c9699945","Eukaryota;Rhizaria;Radiolaria;RAD-A;RAD-A_X;RAD-A_Xb;RAD-A_Xb_X;RAD-A_Xb_X_sp.;","Eukaryota","Rhizaria","Radiolaria","RAD-A","RAD-A_X","RAD-A_Xb","RAD-A_Xb_X","RAD-A_Xb_X_sp."
"85","016c3225ad0ff9b1a88cdf13e735cee1","Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-IV;Dino-Group-IV-Hematodinium-Group;Hematodinium;Hematodinium_sp.;","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-IV","Dino-Group-IV-Hematodinium-Group","Hematodinium","Hematodinium_sp."
"86","0153c1ae0f178c5cfed3ef8ba4781713","Eukaryota;Alveolata;Ciliophora;Spirotrichea;Strombidiida;Strombidiidae_L;Strombidiidae_L_X;Strombidiidae_L_X_sp.;","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Strombidiidae_L","Strombidiidae_L_X","Strombidiidae_L_X_sp."
"87","015abc2784d711e4aa6a89138a90da72","Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Polar-centric-Mediophyceae","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae",NA,NA
"88","016954bc6ec80e37786000223fac2232","Eukaryota;Stramenopiles","Eukaryota","Stramenopiles",NA,NA,NA,NA,NA,NA
"89","0170a6af6b364996ae854248605b43e1","Eukaryota;Opisthokonta;Metazoa;Craniata;Craniata_X;Teleostei","Eukaryota","Opisthokonta","Metazoa","Craniata","Craniata_X","Teleostei",NA,NA
"90","0177b31ac1877d7e6b9059cdc6efb0c3","Eukaryota;Alveolata;Dinoflagellata","Eukaryota","Alveolata","Dinoflagellata",NA,NA,NA,NA,NA
"91","014175c126be0be55f5ad19e5c7a5d7a","Unassigned","Unassigned",NA,NA,NA,NA,NA,NA,NA
"92","017bb1d936322d640586bdbcc36666cc","Eukaryota;Apusozoa","Eukaryota","Apusozoa",NA,NA,NA,NA,NA,NA
"93","014660c53f255824437968b406c74d93","Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Dinophyceae_X","Dinophyceae_XX","Dinophyceae_XXX","Dinophyceae_XXX_sp."
"94","01570179259f508cc2df3a16c036a347","Unassigned","Unassigned",NA,NA,NA,NA,NA,NA,NA
"95","017e43b3f1050d6653c27aef63bac1fe","Eukaryota","Eukaryota",NA,NA,NA,NA,NA,NA,NA
"96","017de039fc48833062909123b5ef701a","Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-10-and-11;Dino-Group-II-Clade-10-and-11_X;Dino-Group-II-Clade-10-and-11_X_sp.;","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-10-and-11","Dino-Group-II-Clade-10-and-11_X","Dino-Group-II-Clade-10-and-11_X_sp."
"97","0186a1a3fe2c7b6b866aa019671678f9","Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;Chrysochromulina_sp.;","Eukaryota","Hacrobia","Haptophyta","Prymnesiophyceae","Prymnesiales","Chrysochromulinaceae","Chrysochromulina","Chrysochromulina_sp."
"98","0182205893802eb86bb1df5135f3d8ad","Eukaryota;Stramenopiles;Sagenista;MAST-10;MAST-10_X;MAST-10_XX;MAST-10_XXX;MAST-10_XXX_sp.;","Eukaryota","Stramenopiles","Sagenista","MAST-10","MAST-10_X","MAST-10_XX","MAST-10_XXX","MAST-10_XXX_sp."
"99","017fc7f39bde681c247ca7d98edf7e0c","Eukaryota;Opisthokonta;Fungi","Eukaryota","Opisthokonta","Fungi",NA,NA,NA,NA,NA
